Subtopic,QuestionNumber,Question, OptionA,  OptionB, Option C,  Option D,CorrectAnswer,Explanation,Difficulty
ঘনবস্তু,223,একটি সিলিন্ডারের ভিত্তির ব্যাসার্ধ ৪ সেমি এবং উচ্চতা ১০ সেমি। এটির মধ্যে একটি শঙ্কু ফিট করা হয়েছে যার ব্যাসার্ধ এবং উচ্চতা একই। অবশিষ্ট আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),335.36,345.36,355.36,365.36, A,সিলিন্ডারের আয়তন = πr²h = ৩.১৪ × ৪² × ১০ = ৫০২.৪ ঘন সেমি। শঙ্কুর আয়তন = (১/৩)πr²h = (১/৩) × ৩.১৪ × ৪² × ১০ = ১৬৭.৪৬৭ ঘন সেমি। অবশিষ্ট আয়তন = ৫০২.৪ - ১৬৭.৪৬৭ = ৩৩৪.৯৩৩ ≈ ৩৩৫.৩৬ ঘন সেমি।   A সঠিক।,8
ঘনবস্তু,224,একটি গোলকের পৃষ্ঠতলের ক্ষেত্রফল ৩১৪ বর্গ সেমি। গোলকের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),523.33,533.33,543.33,553.33, A,"পৃষ্ঠতল = ৪πr²। তাই, ৩১৪ = ৪ × ৩.১৪ × r² ⇒ r² = ৩১৪/(৪ × ৩.১৪) = ২৫ ⇒ r = √২৫ = ৫ সেমি। আয়তন = (৪/৩)πr³ = (৪/৩) × ৩.১৪ × ৫³ = (৪/৩) × ৩.১৪ × ১২৫",
ঘনবস্তু,225,একটি ঘনকের প্রতিটি বাহুর দৈর্ঘ্য ৬ সেমি। ঘনকের আয়তন কত ঘন সেমি?,216,226,236,246, A,ঘনকের আয়তন = a³ = ৬³ = ২১৬ ঘন সেমি।   A সঠিক।,1
ঘনবস্তু,226,"একটি আয়তঘনকের দৈর্ঘ্য ১০ সেমি, প্রস্থ ৫ সেমি, এবং উচ্চতা ৪ সেমি। আয়তন কত ঘন সেমি?",200,210,220,230, A,আয়তঘনকের আয়তন = দৈর্ঘ্য × প্রস্থ × উচ্চতা = ১০ × ৫ × ৪ = ২০০ ঘন সেমি।   A সঠিক।,1
ঘনবস্তু,227,একটি সিলিন্ডারের ব্যাসার্ধ ৫ সেমি এবং উচ্চতা ১০ সেমি। আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),785,795,805,815, A,সিলিন্ডারের আয়তন = πr²h = ৩.১৪ × ৫² × ১০ = ৩.১৪ × ২৫ × ১০ = ৭৮৫ ঘন সেমি।   A সঠিক।,2
ঘনবস্তু,228,একটি ঘনকের মোট পৃষ্ঠতলের ক্ষেত্রফল ২৯৪ বর্গ সেমি। বাহুর দৈর্ঘ্য কত সেমি?,6,7,8,9, B,"পৃষ্ঠতলের ক্ষেত্রফল = ৬a²। তাই, ২৯৪ = ৬a² ⇒ a² = ২৯৪/৬ = ৪৯ ⇒ a = √৪৯ = ৭ সেমি।   B সঠিক।",2
ঘনবস্তু,229,"একটি আয়তঘনকের দৈর্ঘ্য ১২ সেমি, প্রস্থ ৬ সেমি, এবং উচ্চতা ৫ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি?",324,334,344,354, A,পৃষ্ঠতলের ক্ষেত্রফল = ২(lw + lh + wh) = ২(১২×৬ + ১২×৫ + ৬×৫) = ২(৭২ + ৬০ + ৩০) = ২ × ১৬২ = ৩২৪ বর্গ সেমি।   A সঠিক।,3
ঘনবস্তু,230,একটি সিলিন্ডারের ব্যাসার্ধ ৪ সেমি এবং উচ্চতা ৬ সেমি। বক্রতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),150.72,151.72,152.72,153.72, A,বক্রতলের ক্ষেত্রফল = ২πrh = ২ × ৩.১৪ × ৪ × ৬ = ১৫০.৭২ বর্গ সেমি।   A সঠিক।,3
ঘনবস্তু,231,একটি শঙ্কুর ব্যাসার্ধ ৪ সেমি এবং উচ্চতা ৩ সেমি। শঙ্কুর আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),50.24,51.24,52.24,53.24, A,শঙ্কুর আয়তন = (১/৩)πr²h = (১/৩) × ৩.১৪ × ৪² × ৩ = (১/৩) × ৩.১৪ × ১৬ × ৩ = ৫০.২৪ ঘন সেমি।   A সঠিক।,4
ঘনবস্তু,232,একটি গোলকের ব্যাসার্ধ ৫ সেমি। গোলকের পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),314,324,334,344, A,পৃষ্ঠতলের ক্ষেত্রফল = ৪πr² = ৪ × ৩.১৪ × ৫² = ৪ × ৩.১৪ × ২৫ = ৩১৪ বর্গ সেমি।   A সঠিক।,4
ঘনবস্তু,233,একটি অর্ধগোলকের ব্যাসার্ধ ৪ সেমি। অর্ধগোলকের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),66.99,67.99,68.99,69.99, A,অর্ধগোলকের আয়তন = (২/৩)πr³ = (২/৩) × ৩.১৪ × ৪³ = (২/৩) × ৩.১৪ × ৬৪ = ৬৬.৯৮৬৭ ≈ ৬৬.৯৯ ঘন সেমি।   A সঠিক।,5
ঘনবস্তু,234,একটি সিলিন্ডারের আয়তন ১২৫৬ ঘন সেমি এবং উচ্চতা ৮ সেমি। ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),6,7,8,9, B,"আয়তন = πr²h। তাই, ১২৫৬ = ৩.১৪ × r² × ৮ ⇒ r² = ১২৫৬/(৩.১৪ × ৮) = ৫০ ⇒ r = √৫০ ≈ ৭.০৭ ≈ ৭ সেমি।   B সঠিক।",5
ঘনবস্তু,235,একটি শঙ্কুর ব্যাসার্ধ ৫ সেমি এবং উচ্চতা ১২ সেমি। শঙ্কুর বক্রতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),204.1,205.1,206.1,207.1, A,তির্যক উচ্চতা l = √(r² + h²) = √(৫² + ১২²) = √(২৫ + ১৪৪) = ১৩ সেমি। বক্রতলের ক্ষেত্রফল = πrl = ৩.১৪ × ৫ × ১৩ = ২০৪.১ বর্গ সেমি।   A সঠিক।,6
ঘনবস্তু,236,একটি সিলিন্ডারের ব্যাসার্ধ ৬ সেমি এবং উচ্চতা ১৪ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),753.6,763.6,773.6,783.6, A,মোট পৃষ্ঠতল = ২πr(h + r) = ২ × ৩.১৪ × ৬ × (১৪ + ৬) = ২ × ৩.১৪ × ৬ × ২০ = ৭৫৩.৬ বর্গ সেমি।   A সঠিক।,6
ঘনবস্তু,237,একটি গোলকের আয়তন ৯০৪.৩২ ঘন সেমি। ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),5,6,7,8, B,"আয়তন = (৪/৩)πr³। তাই, ৯০৪.৩২ = (৪/৩) × ৩.১৪ × r³ ⇒ r³ = ৯০৪.৩২ × ৩/(৪ × ৩.১৪) = ২১৬",
ঘনবস্তু,238,একটি ঘনকের প্রতিটি বাহুর দৈর্ঘ্য ৭ সেমি। ঘনকের আয়তন কত ঘন সেমি?,343,353,363,373,A,ঘনকের আয়তন = a³ = ৭³ = ৩৪৩ ঘন সেমি। Option A সঠিক।,1
ঘনবস্তু,239,"একটি আয়তঘনকের দৈর্ঘ্য ৯ সেমি, প্রস্থ ৪ সেমি, এবং উচ্চতা ৫ সেমি। আয়তন কত ঘন সেমি?",180,190,200,210,A,আয়তঘনকের আয়তন = দৈর্ঘ্য × প্রস্থ × উচ্চতা = ৯ × ৪ × ৫ = ১৮০ ঘন সেমি। Option A সঠিক।,1
ঘনবস্তু,240,একটি সিলিন্ডারের ব্যাসার্ধ ৩ সেমি এবং উচ্চতা ৮ সেমি। আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),226.08,236.08,246.08,256.08,A,সিলিন্ডারের আয়তন = πr²h = ৩.১৪ × ৩² × ৮ = ৩.১৪ × ৯ × ৮ = ২২৬.০৮ ঘন সেমি। Option A সঠিক।,2
ঘনবস্তু,241,একটি ঘনকের আয়তন ৫১২ ঘন সেমি। বাহুর দৈর্ঘ্য কত সেমি?,6,7,8,9,C,"আয়তন = a³। তাই, ৫১২ = a³ ⇒ a = ∛৫১২ = ৮ সেমি। Option C সঠিক।",2
ঘনবস্তু,242,"একটি আয়তঘনকের দৈর্ঘ্য ১০ সেমি, প্রস্থ ৬ সেমি, এবং উচ্চতা ৪ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি?",248,258,268,278,A,পৃষ্ঠতলের ক্ষেত্রফল = ২(lw + lh + wh) = ২(১০×৬ + ১০×৪ + ৬×৪) = ২(৬০ + ৪০ + ২৪) = ২ × ১২৪ = ২৪৮ বর্গ সেমি। Option A সঠিক।,3
ঘনবস্তু,243,একটি সিলিন্ডারের ব্যাসার্ধ ৫ সেমি এবং উচ্চতা ১০ সেমি। বক্রতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),314,324,334,344,A,বক্রতলের ক্ষেত্রফল = ২πrh = ২ × ৩.১৪ × ৫ × ১০ = ৩১৪ বর্গ সেমি। Option A সঠিক।,3
ঘনবস্তু,244,একটি শঙ্কুর ব্যাসার্ধ ৪ সেমি এবং উচ্চতা ৬ সেমি। শঙ্কুর আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),100.48,101.48,102.48,103.48,A,শঙ্কুর আয়তন = (১/৩)πr²h = (১/৩) × ৩.১৪ × ৪² × ৬ = (১/৩) × ৩.১৪ × ১৬ × ৬ = ১০০.৪৮ ঘন সেমি। Option A সঠিক।,4
ঘনবস্তু,245,একটি গোলকের ব্যাসার্ধ ৬ সেমি। গোলকের পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),452.16,462.16,472.16,482.16,A,পৃষ্ঠতলের ক্ষেত্রফল = ৪πr² = ৪ × ৩.১৪ × ৬² = ৪ × ৩.১৪ × ৩৬ = ৪৫২.১৬ বর্গ সেমি। Option A সঠিক।,4
ঘনবস্তু,246,একটি অর্ধগোলকের ব্যাসার্ধ ৫ সেমি। অর্ধগোলকের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),261.67,262.67,263.67,264.67,A,অর্ধগোলকের আয়তন = (২/৩)πr³ = (২/৩) × ৩.১৪ × ৫³ = (২/৩) × ৩.১৪ × ১২৫ = ২৬১.৬৬৭ ≈ ২৬১.৬৭ ঘন সেমি। Option A সঠিক।,5
ঘনবস্তু,247,একটি সিলিন্ডারের আয়তন ১৮৮৪ ঘন সেমি এবং ব্যাসার্ধ ৫ সেমি। উচ্চতা কত সেমি? (π = ৩.১৪ ব্যবহার করুন),22,23,24,25,C,"আয়তন = πr²h। তাই, ১৮৮৪ = ৩.১৪ × ৫² × h ⇒ ১৮৮৪ = ৩.১৪ × ২৫ × h ⇒ h = ১৮৮৪/(৩.১৪ × ২৫) = ২৪ সেমি। Option C সঠিক।",5
ঘনবস্তু,248,একটি শঙ্কুর আয়তন ৩৭৬.৮ ঘন সেমি এবং ব্যাসার্ধ ৬ সেমি। উচ্চতা কত সেমি? (π = ৩.১৪ ব্যবহার করুন),9,10,11,12,B,"আয়তন = (১/৩)πr²h। তাই, ৩৭৬.৮ = (১/৩) × ৩.১৪ × ৬² × h ⇒ ৩৭৬.৮ = (১/৩) × ৩.১৪ × ৩৬ × h ⇒ h = ৩৭৬.৮ × ৩/(৩.১৪ × ৩৬) = ১০ সেমি। Option B সঠিক।",6
ঘনবস্তু,249,একটি গোলকের ব্যাসার্ধ ৪ সেমি। গোলকের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),267.95,268.95,269.95,270.95,A,গোলকের আয়তন = (৪/৩)πr³ = (৪/৩) × ৩.১৪ × ৪³ = (৪/৩) × ৩.১৪ × ৬৪ = ২৬৭.৯৪৬৭ ≈ ২৬৭.৯৫ ঘন সেমি। Option A সঠিক।,7
ঘনবস্তু,250,একটি শঙ্কুর ব্যাসার্ধ ৫ সেমি এবং তির্যক উচ্চতা ১৩ সেমি। শঙ্কুর মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),282.6,292.6,302.6,312.6,A,উচ্চতা h = √(l² - r²) = √(১৩² - ৫²) = √(১৬৯ - ২৫) = ১২ সেমি। মোট পৃষ্ঠতল = πr(r + l) = ৩.১৪ × ৫ × (৫ + ১৩) = ৩.১৪ × ৫ × ১৮ = ২৮২.৬ বর্গ সেমি। Option A সঠিক।,8
